period,max_z_change,threshold
877,13.734666747058782,20
937,13.734666747058782,20
998,13.906300654817642,20
1058,14.5563245890188,20
1119,14.835987063706739,20
1179,16.380166997737888,20
1240,16.380166997737888,20
1300,16.380166997737888,20
1361,16.527528906619636,20
1421,17.579501618689164,20
1482,18.682391070220547,20
1542,19.81343878312248,20
1603,19.81343878312248,20
1663,19.81343878312248,20
1724,19.81343878312248,20
1784,19.81343878312248,20
1845,21.2021980494319,20
1905,21.81888952652764,20
1966,21.81888952652764,20
2026,22.387137250735236,20
2087,22.813240159542147,20
2147,23.993383227691993,20
2208,23.993383227691993,20
2268,23.993383227691993,20
2329,23.993383227691993,20
2389,23.993383227691993,20
2450,23.993383227691993,20
2510,23.993383227691993,20
2571,23.993383227691993,20
2631,23.993383227691993,20
2692,23.993383227691993,20
2752,23.993383227691993,20
2813,23.993383227691993,20
2873,23.993383227691993,20
2934,24.729372891218645,20
2994,24.729372891218645,20
3055,24.968946540556395,20
3115,25.252836392864843,20
3176,25.333262560701144,20
3236,25.65600493948004,20
3297,25.699351373748712,20
3357,25.699351373748712,20
3418,26.002595599218502,20
3478,26.917561056730534,20
3539,27.87887151366285,20
3600,27.99796168089489,20
30,3.3487651541018977,10
90,4.587414390032791,10
151,6.40420801042967,10
211,6.56298526169445,10
272,6.56298526169445,10
332,9.199723120506235,10
393,9.775951514975247,10
453,9.844587992343747,10
514,9.844587992343747,10
574,9.844587992343747,10
635,9.844587992343747,10
695,9.844587992343747,10
756,11.287539543539935,10
816,14.245350453674291,10
877,14.245350453674291,10
937,14.245350453674291,10
998,14.245350453674291,10
1058,14.245350453674291,10
1119,14.245350453674291,10
1179,14.245350453674291,10
1240,14.245350453674291,10
1300,14.245350453674291,10
1361,14.245350453674291,10
1421,14.245350453674291,10
1482,14.245350453674291,10
1542,14.245350453674291,10
1603,14.245350453674291,10
1663,14.694894933486921,10
1724,15.54501497763983,10
1784,16.371824416017496,10
1845,16.371824416017496,10
1905,16.371824416017496,10
1966,16.371824416017496,10
2026,16.537093244545282,10
2087,16.537093244545282,10
2147,16.537093244545282,10
2208,16.92072277672159,10
2268,17.13460285695755,10
2329,17.13460285695755,10
2389,17.225773038345032,10
2450,17.3134854676453,10
2510,18.03931620723506,10
2571,18.45110849955305,10
2631,19.025429969852937,10
2692,19.051356938267688,10
2752,19.051356938267688,10
2813,19.710410666679195,10
2873,19.710410666679195,10
2934,20.23982006091502,10
2994,20.23982006091502,10
3055,20.23982006091502,10
3115,20.43086415786618,10
3176,21.386494550650312,10
3236,21.386494550650312,10
3297,21.386494550650312,10
3357,21.386494550650312,10
3418,21.386494550650312,10
3478,21.386494550650312,10
3539,21.652128467775963,10
3600,21.69106009464646,10
